SubNum,Trial,Order,IDAll,IDSI,IDSD,IDSI_NoSat,SouthernnessIndividual,Healthfulness,Tastiness,Fillingness,Want,Southernness,ConsHealthy,ConsFilling,ConsTasty
23,17,2,3.8571,3.8,4,3.8333,7,5,3,4,1,5.3038,5.6582,3.9241,4.1139
23,18,2,3.8571,3.8,4,3.8333,4,6,7,3,2,5.6835,4.7342,3.0127,6.0886
23,19,2,3.8571,3.8,4,3.8333,5,3,6,6,2,3.1139,2.7089,5.6282,6.1392
23,20,2,3.8571,3.8,4,3.8333,4,2,7,7,5,3.2785,2.0641,5.0759,6.0127
23,21,2,3.8571,3.8,4,3.8333,2,1,7,7,1,1.8228,2.519,6.0759,6.3165
23,22,2,3.8571,3.8,4,3.8333,4,4,6,5,4,2.6835,2.6835,4.0253,4.4557
23,23,2,3.8571,3.8,4,3.8333,5,2,7,4,2,3.038,2.0253,5.0506,6.2911
23,24,2,3.8571,3.8,4,3.8333,1,3,6,6,3,1.6962,2.3671,6.1772,6.1266
24,1,1,3.9286,3.8,4.25,3.8333,7,3,7,7,6,6.6709,2.2785,6.4304,6.6329
24,2,1,3.9286,3.8,4.25,3.8333,6,3,7,7,7,6.4557,3.3077,5.6329,5.557
24,3,1,3.9286,3.8,4.25,3.8333,3,2,2,2,4,5.9114,3.557,4.359,5.0886
24,4,1,3.9286,3.8,4.25,3.8333,7,2,7,7,7,6.5316,2.3544,6.3291,6.1013
24,5,1,3.9286,3.8,4.25,3.8333,7,2,6,6,6,6.0253,2.7468,5.2436,5.9241
24,6,1,3.9286,3.8,4.25,3.8333,7,7,7,1,3,6.5949,3.9114,3.0513,6.1266
24,7,1,3.9286,3.8,4.25,3.8333,2,7,7,7,4,3.2658,6.1266,5.8228,5.962
24,8,1,3.9286,3.8,4.25,3.8333,1,5,6,5,6,2.4231,6.1282,4.9231,5.2179
24,9,1,3.9286,3.8,4.25,3.8333,2,6,5,7,2,2.9114,4.8462,5.038,4.5696
24,10,1,3.9286,3.8,4.25,3.8333,2,3,4,6,4,2.8228,4.7468,5,4.7722
24,11,1,3.9286,3.8,4.25,3.8333,3,6,7,3,2,4.1013,5.7848,3.3165,5.962
24,12,1,3.9286,3.8,4.25,3.8333,1,7,1,2,3,2.481,6.6456,3.4937,4.6709
24,13,1,3.9286,3.8,4.25,3.8333,7,2,2,2,2,5.6329,5.0886,5.1013,3.9494
24,14,1,3.9286,3.8,4.25,3.8333,1,1,1,1,1,5.4051,5.4557,4.859,4.3544
24,15,1,3.9286,3.8,4.25,3.8333,5,6,5,5,6,5.7722,5.6962,5,6.0886
24,16,1,3.9286,3.8,4.25,3.8333,1,1,1,1,3,4.519,4.7179,5.5513,4.9241
24,17,1,3.9286,3.8,4.25,3.8333,6,5,3,4,2,5.3038,5.6582,3.9241,4.1139
24,18,1,3.9286,3.8,4.25,3.8333,7,7,7,1,6,5.6835,4.7342,3.0127,6.0886
24,19,1,3.9286,3.8,4.25,3.8333,1,1,5,4,6,3.1139,2.7089,5.6282,6.1392
24,20,1,3.9286,3.8,4.25,3.8333,4,2,3,4,4,3.2785,2.0641,5.0759,6.0127
24,21,1,3.9286,3.8,4.25,3.8333,1,1,7,7,7,1.8228,2.519,6.0759,6.3165
24,22,1,3.9286,3.8,4.25,3.8333,1,1,1,1,5,2.6835,2.6835,4.0253,4.4557
24,23,1,3.9286,3.8,4.25,3.8333,1,1,2,3,3,3.038,2.0253,5.0506,6.2911
24,24,1,3.9286,3.8,4.25,3.8333,1,3,7,7,6,1.6962,2.3671,6.1772,6.1266
25,1,1,4.5,4.7,4,4.5,6,3,4,5,7,6.6709,2.2785,6.4304,6.6329
25,2,1,4.5,4.7,4,4.5,6,4,6,6,7,6.4557,3.3077,5.6329,5.557
25,3,1,4.5,4.7,4,4.5,6,3,5,5,6,5.9114,3.557,4.359,5.0886
25,4,1,4.5,4.7,4,4.5,6,3,5,5,6,6.5316,2.3544,6.3291,6.1013
25,5,1,4.5,4.7,4,4.5,6,3,5,5,5,6.0253,2.7468,5.2436,5.9241
25,6,1,4.5,4.7,4,4.5,6,4,4,4,4,6.5949,3.9114,3.0513,6.1266
25,7,1,4.5,4.7,4,4.5,3,6,7,6,4,3.2658,6.1266,5.8228,5.962
25,8,1,4.5,4.7,4,4.5,2,5,6,6,4,2.4231,6.1282,4.9231,5.2179
25,9,1,4.5,4.7,4,4.5,2,5,5,5,3,2.9114,4.8462,5.038,4.5696
25,10,1,4.5,4.7,4,4.5,2,4,4,4,3,2.8228,4.7468,5,4.7722
25,11,1,4.5,4.7,4,4.5,3,6,6,4,4,4.1013,5.7848,3.3165,5.962
25,12,1,4.5,4.7,4,4.5,2,5,6,3,3,2.481,6.6456,3.4937,4.6709
25,13,1,4.5,4.7,4,4.5,7,5,5,6,5,5.6329,5.0886,5.1013,3.9494
25,14,1,4.5,4.7,4,4.5,5,6,6,6,4,5.4051,5.4557,4.859,4.3544
25,15,1,4.5,4.7,4,4.5,5,6,6,6,6,5.7722,5.6962,5,6.0886
25,16,1,4.5,4.7,4,4.5,4,5,5,5,4,4.519,4.7179,5.5513,4.9241
25,17,1,4.5,4.7,4,4.5,6,5,5,5,5,5.3038,5.6582,3.9241,4.1139
25,18,1,4.5,4.7,4,4.5,3,4,5,3,3,5.6835,4.7342,3.0127,6.0886
25,19,1,4.5,4.7,4,4.5,3,4,4,5,4,3.1139,2.7089,5.6282,6.1392
25,20,1,4.5,4.7,4,4.5,3,3,5,5,4,3.2785,2.0641,5.0759,6.0127
25,21,1,4.5,4.7,4,4.5,2,3,5,5,4,1.8228,2.519,6.0759,6.3165
25,22,1,4.5,4.7,4,4.5,3,2,2,4,5,2.6835,2.6835,4.0253,4.4557
25,23,1,4.5,4.7,4,4.5,1,2,4,4,4,3.038,2.0253,5.0506,6.2911
25,24,1,4.5,4.7,4,4.5,2,3,4,5,3,1.6962,2.3671,6.1772,6.1266
26,1,2,3.7143,3.5,4.25,3.1667,7,2,7,6,6,6.6709,2.2785,6.4304,6.6329
26,2,2,3.7143,3.5,4.25,3.1667,6,3,7,5,7,6.4557,3.3077,5.6329,5.557
26,3,2,3.7143,3.5,4.25,3.1667,3,4,3,2,3,5.9114,3.557,4.359,5.0886
26,4,2,3.7143,3.5,4.25,3.1667,6,3,7,7,7,6.5316,2.3544,6.3291,6.1013
26,5,2,3.7143,3.5,4.25,3.1667,1,2,5,4,1,6.0253,2.7468,5.2436,5.9241
26,6,2,3.7143,3.5,4.25,3.1667,6,4,7,3,6,6.5949,3.9114,3.0513,6.1266
26,7,2,3.7143,3.5,4.25,3.1667,2,6,6,4,3,3.2658,6.1266,5.8228,5.962
26,8,2,3.7143,3.5,4.25,3.1667,1,7,5,5,4,2.4231,6.1282,4.9231,5.2179
26,9,2,3.7143,3.5,4.25,3.1667,1,4,4,5,2,2.9114,4.8462,5.038,4.5696
26,10,2,3.7143,3.5,4.25,3.1667,2,6,4,3,1,2.8228,4.7468,5,4.7722
26,11,2,3.7143,3.5,4.25,3.1667,4,5,6,3,4,4.1013,5.7848,3.3165,5.962
26,12,2,3.7143,3.5,4.25,3.1667,1,7,4,4,2,2.481,6.6456,3.4937,4.6709
26,13,2,3.7143,3.5,4.25,3.1667,4,5,3,4,2,5.6329,5.0886,5.1013,3.9494
26,14,2,3.7143,3.5,4.25,3.1667,5,7,5,5,4,5.4051,5.4557,4.859,4.3544
26,15,2,3.7143,3.5,4.25,3.1667,5,7,6,5,4,5.7722,5.6962,5,6.0886
26,16,2,3.7143,3.5,4.25,3.1667,6,4,6,7,3,4.519,4.7179,5.5513,4.9241
26,17,2,3.7143,3.5,4.25,3.1667,3,6,4,3,4,5.3038,5.6582,3.9241,4.1139
26,18,2,3.7143,3.5,4.25,3.1667,4,4,7,3,6,5.6835,4.7342,3.0127,6.0886
26,19,2,3.7143,3.5,4.25,3.1667,1,3,6,4,2,3.1139,2.7089,5.6282,6.1392
26,20,2,3.7143,3.5,4.25,3.1667,3,2,6,5,4,3.2785,2.0641,5.0759,6.0127
26,21,2,3.7143,3.5,4.25,3.1667,1,3,6,6,1,1.8228,2.519,6.0759,6.3165
26,22,2,3.7143,3.5,4.25,3.1667,1,3,6,4,5,2.6835,2.6835,4.0253,4.4557
26,23,2,3.7143,3.5,4.25,3.1667,1,2,7,5,2,3.038,2.0253,5.0506,6.2911
26,24,2,3.7143,3.5,4.25,3.1667,1,3,5,5,2,1.6962,2.3671,6.1772,6.1266
27,1,1,4.2143,3.9,5,3.8333,7,3,7,7,5,6.6709,2.2785,6.4304,6.6329
27,2,1,4.2143,3.9,5,3.8333,7,3,5,5,2,6.4557,3.3077,5.6329,5.557
27,3,1,4.2143,3.9,5,3.8333,7,4,7,5,7,5.9114,3.557,4.359,5.0886
27,4,1,4.2143,3.9,5,3.8333,7,3,7,6,5,6.5316,2.3544,6.3291,6.1013
27,5,1,4.2143,3.9,5,3.8333,7,3,7,5,6,6.0253,2.7468,5.2436,5.9241
27,6,1,4.2143,3.9,5,3.8333,7,3,7,4,7,6.5949,3.9114,3.0513,6.1266
27,7,1,4.2143,3.9,5,3.8333,1,5,6,5,4,3.2658,6.1266,5.8228,5.962
27,8,1,4.2143,3.9,5,3.8333,1,7,3,3,2,2.4231,6.1282,4.9231,5.2179
27,9,1,4.2143,3.9,5,3.8333,3,4,6,5,5,2.9114,4.8462,5.038,4.5696
27,10,1,4.2143,3.9,5,3.8333,3,4,5,4,3,2.8228,4.7468,5,4.7722
27,11,1,4.2143,3.9,5,3.8333,3,6,6,4,1,4.1013,5.7848,3.3165,5.962
27,12,1,4.2143,3.9,5,3.8333,5,7,6,3,4,2.481,6.6456,3.4937,4.6709
27,13,1,4.2143,3.9,5,3.8333,7,6,5,5,1,5.6329,5.0886,5.1013,3.9494
27,14,1,4.2143,3.9,5,3.8333,7,6,6,4,5,5.4051,5.4557,4.859,4.3544
27,15,1,4.2143,3.9,5,3.8333,7,5,6,4,4,5.7722,5.6962,5,6.0886
27,16,1,4.2143,3.9,5,3.8333,4,3,5,6,2,4.519,4.7179,5.5513,4.9241
27,17,1,4.2143,3.9,5,3.8333,7,3,4,2,1,5.3038,5.6582,3.9241,4.1139
27,18,1,4.2143,3.9,5,3.8333,7,5,7,4,4,5.6835,4.7342,3.0127,6.0886
27,19,1,4.2143,3.9,5,3.8333,1,3,7,6,5,3.1139,2.7089,5.6282,6.1392
27,20,1,4.2143,3.9,5,3.8333,4,2,6,4,3,3.2785,2.0641,5.0759,6.0127
27,21,1,4.2143,3.9,5,3.8333,1,2,7,6,4,1.8228,2.519,6.0759,6.3165
27,22,1,4.2143,3.9,5,3.8333,1,3,4,3,1,2.6835,2.6835,4.0253,4.4557
27,23,1,4.2143,3.9,5,3.8333,5,3,7,7,4,3.038,2.0253,5.0506,6.2911
27,24,1,4.2143,3.9,5,3.8333,1,1,7,7,3,1.6962,2.3671,6.1772,6.1266
28,1,2,4.1429,4.7,2.75,4.5,7,1,7,7,5,6.6709,2.2785,6.4304,6.6329
28,2,2,4.1429,4.7,2.75,4.5,7,1,5,5,2,6.4557,3.3077,5.6329,5.557
28,3,2,4.1429,4.7,2.75,4.5,7,2,7,6,7,5.9114,3.557,4.359,5.0886
28,4,2,4.1429,4.7,2.75,4.5,7,1,7,7,6,6.5316,2.3544,6.3291,6.1013
28,5,2,4.1429,4.7,2.75,4.5,7,1,7,7,5,6.0253,2.7468,5.2436,5.9241
28,6,2,4.1429,4.7,2.75,4.5,7,1,7,1,6,6.5949,3.9114,3.0513,6.1266
28,7,2,4.1429,4.7,2.75,4.5,1,6,5,6,2,3.2658,6.1266,5.8228,5.962
28,8,2,4.1429,4.7,2.75,4.5,1,7,4,4,1,2.4231,6.1282,4.9231,5.2179
28,9,2,4.1429,4.7,2.75,4.5,1,4,7,6,7,2.9114,4.8462,5.038,4.5696
28,10,2,4.1429,4.7,2.75,4.5,1,4,5,6,6,2.8228,4.7468,5,4.7722
28,11,2,4.1429,4.7,2.75,4.5,1,7,5,1,2,4.1013,5.7848,3.3165,5.962
28,12,2,4.1429,4.7,2.75,4.5,1,7,3,3,2,2.481,6.6456,3.4937,4.6709
28,13,2,4.1429,4.7,2.75,4.5,6,4,5,6,1,5.6329,5.0886,5.1013,3.9494
28,14,2,4.1429,4.7,2.75,4.5,6,4,4,5,1,5.4051,5.4557,4.859,4.3544
28,15,2,4.1429,4.7,2.75,4.5,5,6,6,4,6,5.7722,5.6962,5,6.0886
28,16,2,4.1429,4.7,2.75,4.5,7,3,5,6,2,4.519,4.7179,5.5513,4.9241
28,17,2,4.1429,4.7,2.75,4.5,3,7,2,3,1,5.3038,5.6582,3.9241,4.1139
28,18,2,4.1429,4.7,2.75,4.5,5,3,6,1,4,5.6835,4.7342,3.0127,6.0886
28,19,2,4.1429,4.7,2.75,4.5,2,1,7,6,5,3.1139,2.7089,5.6282,6.1392
28,20,2,4.1429,4.7,2.75,4.5,3,1,7,5,5,3.2785,2.0641,5.0759,6.0127
28,21,2,4.1429,4.7,2.75,4.5,1,1,6,6,5,1.8228,2.519,6.0759,6.3165
28,22,2,4.1429,4.7,2.75,4.5,1,1,6,4,3,2.6835,2.6835,4.0253,4.4557
28,23,2,4.1429,4.7,2.75,4.5,1,1,7,3,7,3.038,2.0253,5.0506,6.2911
28,24,2,4.1429,4.7,2.75,4.5,1,1,7,7,6,1.6962,2.3671,6.1772,6.1266
29,1,1,3,3.1,2.6667,2.3333,7,1,7,6,5,6.6709,2.2785,6.4304,6.6329
29,2,1,3,3.1,2.6667,2.3333,7,3,5,6,4,6.4557,3.3077,5.6329,5.557
29,3,1,3,3.1,2.6667,2.3333,7,2,4,4,3,5.9114,3.557,4.359,5.0886
29,4,1,3,3.1,2.6667,2.3333,7,1,6,6,4,6.5316,2.3544,6.3291,6.1013
29,5,1,3,3.1,2.6667,2.3333,7,2,7,5,2,6.0253,2.7468,5.2436,5.9241
29,6,1,3,3.1,2.6667,2.3333,7,5,7,2,7,6.5949,3.9114,3.0513,6.1266
29,7,1,3,3.1,2.6667,2.3333,2,6,5,5,2,3.2658,6.1266,5.8228,5.962
29,8,1,3,3.1,2.6667,2.3333,1,7,6,5,2,2.4231,6.1282,4.9231,5.2179
29,9,1,3,3.1,2.6667,2.3333,3,5,6,5,3,2.9114,4.8462,5.038,4.5696
29,10,1,3,3.1,2.6667,2.3333,1,6,4,5,5,2.8228,4.7468,5,4.7722
29,11,1,3,3.1,2.6667,2.3333,6,7,7,3,6,4.1013,5.7848,3.3165,5.962
29,12,1,3,3.1,2.6667,2.3333,1,7,6,5,4,2.481,6.6456,3.4937,4.6709
29,13,1,3,3.1,2.6667,2.3333,7,5,1,7,1,5.6329,5.0886,5.1013,3.9494
29,14,1,3,3.1,2.6667,2.3333,6,6,6,7,6,5.4051,5.4557,4.859,4.3544
29,15,1,3,3.1,2.6667,2.3333,5,7,7,5,5,5.7722,5.6962,5,6.0886
29,16,1,3,3.1,2.6667,2.3333,2,4,6,6,6,4.519,4.7179,5.5513,4.9241
29,17,1,3,3.1,2.6667,2.3333,6,6,4,4,5,5.3038,5.6582,3.9241,4.1139
29,18,1,3,3.1,2.6667,2.3333,5,3,5,1,5,5.6835,4.7342,3.0127,6.0886
29,19,1,3,3.1,2.6667,2.3333,3,2,7,6,3,3.1139,2.7089,5.6282,6.1392
29,20,1,3,3.1,2.6667,2.3333,2,1,7,5,7,3.2785,2.0641,5.0759,6.0127
29,21,1,3,3.1,2.6667,2.3333,1,2,6,6,2,1.8228,2.519,6.0759,6.3165
29,22,1,3,3.1,2.6667,2.3333,1,2,3,6,2,2.6835,2.6835,4.0253,4.4557
29,23,1,3,3.1,2.6667,2.3333,1,2,7,3,3,3.038,2.0253,5.0506,6.2911
29,24,1,3,3.1,2.6667,2.3333,1,1,6,6,5,1.6962,2.3671,6.1772,6.1266
30,1,1,4,4.1,3.75,3.8333,7,1,7,7,6,6.6709,2.2785,6.4304,6.6329
30,2,1,4,4.1,3.75,3.8333,7,2,6,5,5,6.4557,3.3077,5.6329,5.557
30,3,1,4,4.1,3.75,3.8333,7,2,5,5,3,5.9114,3.557,4.359,5.0886
30,4,1,4,4.1,3.75,3.8333,7,1,7,7,4,6.5316,2.3544,6.3291,6.1013
30,5,1,4,4.1,3.75,3.8333,7,1,7,5,5,6.0253,2.7468,5.2436,5.9241
30,6,1,4,4.1,3.75,3.8333,7,1,7,2,3,6.5949,3.9114,3.0513,6.1266
30,7,1,4,4.1,3.75,3.8333,6,6,6,6,6,3.2658,6.1266,5.8228,5.962
30,8,1,4,4.1,3.75,3.8333,2,6,3,5,1,2.4231,6.1282,4.9231,5.2179
30,9,1,4,4.1,3.75,3.8333,5,4,2,6,1,2.9114,4.8462,5.038,4.5696
30,10,1,4,4.1,3.75,3.8333,2,2,5,4,2,2.8228,4.7468,5,4.7722
30,11,1,4,4.1,3.75,3.8333,5,1,5,4,1,4.1013,5.7848,3.3165,5.962
30,12,1,4,4.1,3.75,3.8333,4,7,7,4,5,2.481,6.6456,3.4937,4.6709
30,13,1,4,4.1,3.75,3.8333,6,6,6,7,2,5.6329,5.0886,5.1013,3.9494
30,14,1,4,4.1,3.75,3.8333,7,6,6,7,5,5.4051,5.4557,4.859,4.3544
30,15,1,4,4.1,3.75,3.8333,7,3,6,4,3,5.7722,5.6962,5,6.0886
30,16,1,4,4.1,3.75,3.8333,5,4,6,7,5,4.519,4.7179,5.5513,4.9241
30,17,1,4,4.1,3.75,3.8333,7,7,3,5,1,5.3038,5.6582,3.9241,4.1139
30,18,1,4,4.1,3.75,3.8333,6,2,7,2,5,5.6835,4.7342,3.0127,6.0886
30,19,1,4,4.1,3.75,3.8333,2,1,7,5,1,3.1139,2.7089,5.6282,6.1392
30,20,1,4,4.1,3.75,3.8333,4,2,6,5,2,3.2785,2.0641,5.0759,6.0127
30,21,1,4,4.1,3.75,3.8333,1,2,7,7,5,1.8228,2.519,6.0759,6.3165
30,22,1,4,4.1,3.75,3.8333,1,2,5,4,5,2.6835,2.6835,4.0253,4.4557
30,23,1,4,4.1,3.75,3.8333,6,1,7,6,7,3.038,2.0253,5.0506,6.2911
30,24,1,4,4.1,3.75,3.8333,1,1,7,6,4,1.6962,2.3671,6.1772,6.1266
31,1,2,4.1429,4.8,2.5,4.6667,7,3,7,7,7,6.6709,2.2785,6.4304,6.6329
31,2,2,4.1429,4.8,2.5,4.6667,7,NaN,7,7,7,6.4557,3.3077,5.6329,5.557
31,3,2,4.1429,4.8,2.5,4.6667,6,4,5,4,5,5.9114,3.557,4.359,5.0886
31,4,2,4.1429,4.8,2.5,4.6667,6,4,7,7,5,6.5316,2.3544,6.3291,6.1013
31,5,2,4.1429,4.8,2.5,4.6667,6,5,3,1,3,6.0253,2.7468,5.2436,5.9241
31,6,2,4.1429,4.8,2.5,4.6667,7,5,7,3,7,6.5949,3.9114,3.0513,6.1266
31,7,2,4.1429,4.8,2.5,4.6667,4,6,6,7,6,3.2658,6.1266,5.8228,5.962
31,8,2,4.1429,4.8,2.5,4.6667,3,5,5,5,6,2.4231,6.1282,4.9231,5.2179
31,9,2,4.1429,4.8,2.5,4.6667,5,NaN,3,2,1,2.9114,4.8462,5.038,4.5696
31,10,2,4.1429,4.8,2.5,4.6667,3,6,4,3,1,2.8228,4.7468,5,4.7722
31,11,2,4.1429,4.8,2.5,4.6667,5,7,6,3,7,4.1013,5.7848,3.3165,5.962
31,12,2,4.1429,4.8,2.5,4.6667,1,7,3,3,2,2.481,6.6456,3.4937,4.6709
31,13,2,4.1429,4.8,2.5,4.6667,5,4,1,1,2,5.6329,5.0886,5.1013,3.9494
31,14,2,4.1429,4.8,2.5,4.6667,7,5,3,4,3,5.4051,5.4557,4.859,4.3544
31,15,2,4.1429,4.8,2.5,4.6667,6,6,6,5,2,5.7722,5.6962,5,6.0886
31,16,2,4.1429,4.8,2.5,4.6667,5,6,4,3,2,4.519,4.7179,5.5513,4.9241
31,17,2,4.1429,4.8,2.5,4.6667,7,7,7,3,7,5.3038,5.6582,3.9241,4.1139
31,18,2,4.1429,4.8,2.5,4.6667,7,6,7,5,6,5.6835,4.7342,3.0127,6.0886
31,19,2,4.1429,4.8,2.5,4.6667,4,4,6,5,6,3.1139,2.7089,5.6282,6.1392
31,20,2,4.1429,4.8,2.5,4.6667,2,3,5,4,3,3.2785,2.0641,5.0759,6.0127
31,21,2,4.1429,4.8,2.5,4.6667,1,4,7,7,7,1.8228,2.519,6.0759,6.3165
31,22,2,4.1429,4.8,2.5,4.6667,3,3,1,1,2,2.6835,2.6835,4.0253,4.4557
31,23,2,4.1429,4.8,2.5,4.6667,2,3,6,5,5,3.038,2.0253,5.0506,6.2911
31,24,2,4.1429,4.8,2.5,4.6667,1,1,5,6,3,1.6962,2.3671,6.1772,6.1266
32,1,1,3.1429,3.2,3,2.6667,6,3,7,6,4,6.6709,2.2785,6.4304,6.6329
32,2,1,3.1429,3.2,3,2.6667,7,5,7,6,6,6.4557,3.3077,5.6329,5.557
32,3,1,3.1429,3.2,3,2.6667,7,5,5,5,1,5.9114,3.557,4.359,5.0886
32,4,1,3.1429,3.2,3,2.6667,5,3,7,6,7,6.5316,2.3544,6.3291,6.1013
32,5,1,3.1429,3.2,3,2.6667,6,2,6,6,5,6.0253,2.7468,5.2436,5.9241
32,6,1,3.1429,3.2,3,2.6667,6,2,6,3,7,6.5949,3.9114,3.0513,6.1266
32,7,1,3.1429,3.2,3,2.6667,3,5,4,4,3,3.2658,6.1266,5.8228,5.962
32,8,1,3.1429,3.2,3,2.6667,1,5,5,4,3,2.4231,6.1282,4.9231,5.2179
32,9,1,3.1429,3.2,3,2.6667,1,2,3,5,1,2.9114,4.8462,5.038,4.5696
32,10,1,3.1429,3.2,3,2.6667,2,3,3,6,1,2.8228,4.7468,5,4.7722
32,11,1,3.1429,3.2,3,2.6667,1,4,5,2,5,4.1013,5.7848,3.3165,5.962
32,12,1,3.1429,3.2,3,2.6667,1,6,3,2,1,2.481,6.6456,3.4937,4.6709
32,13,1,3.1429,3.2,3,2.6667,6,5,4,6,1,5.6329,5.0886,5.1013,3.9494
32,14,1,3.1429,3.2,3,2.6667,5,5,3,5,3,5.4051,5.4557,4.859,4.3544
32,15,1,3.1429,3.2,3,2.6667,4,4,6,4,5,5.7722,5.6962,5,6.0886
32,16,1,3.1429,3.2,3,2.6667,4,4,3,6,2,4.519,4.7179,5.5513,4.9241
32,17,1,3.1429,3.2,3,2.6667,6,4,4,3,1,5.3038,5.6582,3.9241,4.1139
32,18,1,3.1429,3.2,3,2.6667,5,4,6,2,7,5.6835,4.7342,3.0127,6.0886
32,19,1,3.1429,3.2,3,2.6667,1,1,6,6,3,3.1139,2.7089,5.6282,6.1392
32,20,1,3.1429,3.2,3,2.6667,4,2,7,6,2,3.2785,2.0641,5.0759,6.0127
32,21,1,3.1429,3.2,3,2.6667,1,2,6,6,6,1.8228,2.519,6.0759,6.3165
32,22,1,3.1429,3.2,3,2.6667,2,3,5,4,3,2.6835,2.6835,4.0253,4.4557
32,23,1,3.1429,3.2,3,2.6667,2,4,6,6,7,3.038,2.0253,5.0506,6.2911
32,24,1,3.1429,3.2,3,2.6667,1,2,6,6,6,1.6962,2.3671,6.1772,6.1266
33,1,2,2.8571,3.2,2,3.3333,7,1,7,7,7,6.6709,2.2785,6.4304,6.6329
33,2,2,2.8571,3.2,2,3.3333,7,2,4,6,1,6.4557,3.3077,5.6329,5.557
33,3,2,2.8571,3.2,2,3.3333,6,2,5,5,3,5.9114,3.557,4.359,5.0886
33,4,2,2.8571,3.2,2,3.3333,7,1,7,7,7,6.5316,2.3544,6.3291,6.1013
33,5,2,2.8571,3.2,2,3.3333,5,2,6,3,6,6.0253,2.7468,5.2436,5.9241
33,6,2,2.8571,3.2,2,3.3333,7,2,6,3,1,6.5949,3.9114,3.0513,6.1266
33,7,2,2.8571,3.2,2,3.3333,1,7,7,6,5,3.2658,6.1266,5.8228,5.962
33,8,2,2.8571,3.2,2,3.3333,1,7,1,5,1,2.4231,6.1282,4.9231,5.2179
33,9,2,2.8571,3.2,2,3.3333,1,3,1,3,1,2.9114,4.8462,5.038,4.5696
33,10,2,2.8571,3.2,2,3.3333,1,5,2,2,1,2.8228,4.7468,5,4.7722
33,11,2,2.8571,3.2,2,3.3333,3,6,1,1,1,4.1013,5.7848,3.3165,5.962
33,12,2,2.8571,3.2,2,3.3333,1,7,1,1,1,2.481,6.6456,3.4937,4.6709
33,13,2,2.8571,3.2,2,3.3333,6,4,1,1,1,5.6329,5.0886,5.1013,3.9494
33,14,2,2.8571,3.2,2,3.3333,4,7,3,3,1,5.4051,5.4557,4.859,4.3544
33,15,2,2.8571,3.2,2,3.3333,7,6,7,5,6,5.7722,5.6962,5,6.0886
33,16,2,2.8571,3.2,2,3.3333,4,6,4,4,3,4.519,4.7179,5.5513,4.9241
33,17,2,2.8571,3.2,2,3.3333,7,6,2,2,1,5.3038,5.6582,3.9241,4.1139
33,18,2,2.8571,3.2,2,3.3333,5,5,1,1,1,5.6835,4.7342,3.0127,6.0886
33,19,2,2.8571,3.2,2,3.3333,4,1,7,5,6,3.1139,2.7089,5.6282,6.1392
33,20,2,2.8571,3.2,2,3.3333,2,1,6,3,3,3.2785,2.0641,5.0759,6.0127
33,21,2,2.8571,3.2,2,3.3333,1,1,7,7,5,1.8228,2.519,6.0759,6.3165
33,22,2,2.8571,3.2,2,3.3333,1,2,1,2,1,2.6835,2.6835,4.0253,4.4557
33,23,2,2.8571,3.2,2,3.3333,3,1,7,3,7,3.038,2.0253,5.0506,6.2911
33,24,2,2.8571,3.2,2,3.3333,1,1,7,7,7,1.6962,2.3671,6.1772,6.1266
34,1,1,3.2857,3.4,3,3,6,2,6,6,6,6.6709,2.2785,6.4304,6.6329
34,2,1,3.2857,3.4,3,3,6,1,6,6,6,6.4557,3.3077,5.6329,5.557
34,3,1,3.2857,3.4,3,3,7,1,6,5,5,5.9114,3.557,4.359,5.0886
34,4,1,3.2857,3.4,3,3,6,2,7,7,7,6.5316,2.3544,6.3291,6.1013
34,5,1,3.2857,3.4,3,3,2,1,4,4,1,6.0253,2.7468,5.2436,5.9241
34,6,1,3.2857,3.4,3,3,7,2,7,1,2,6.5949,3.9114,3.0513,6.1266
34,7,1,3.2857,3.4,3,3,2,6,5,6,5,3.2658,6.1266,5.8228,5.962
34,8,1,3.2857,3.4,3,3,1,5,5,5,3,2.4231,6.1282,4.9231,5.2179
34,9,1,3.2857,3.4,3,3,5,2,4,5,2,2.9114,4.8462,5.038,4.5696
34,10,1,3.2857,3.4,3,3,1,4,4,4,3,2.8228,4.7468,5,4.7722
34,11,1,3.2857,3.4,3,3,1,6,6,3,4,4.1013,5.7848,3.3165,5.962
34,12,1,3.2857,3.4,3,3,3,6,5,4,4,2.481,6.6456,3.4937,4.6709
34,13,1,3.2857,3.4,3,3,6,4,3,4,1,5.6329,5.0886,5.1013,3.9494
34,14,1,3.2857,3.4,3,3,5,5,5,5,2,5.4051,5.4557,4.859,4.3544
34,15,1,3.2857,3.4,3,3,4,4,5,4,4,5.7722,5.6962,5,6.0886
34,16,1,3.2857,3.4,3,3,5,3,4,5,5,4.519,4.7179,5.5513,4.9241
34,17,1,3.2857,3.4,3,3,3,3,3,3,2,5.3038,5.6582,3.9241,4.1139
34,18,1,3.2857,3.4,3,3,4,4,4,4,4,5.6835,4.7342,3.0127,6.0886
34,19,1,3.2857,3.4,3,3,1,1,5,5,4,3.1139,2.7089,5.6282,6.1392
34,20,1,3.2857,3.4,3,3,1,1,3,5,3,3.2785,2.0641,5.0759,6.0127
34,21,1,3.2857,3.4,3,3,1,1,7,7,6,1.8228,2.519,6.0759,6.3165
34,22,1,3.2857,3.4,3,3,3,2,5,6,5,2.6835,2.6835,4.0253,4.4557
